degree_e1,degree_e2,quotient_difference_h,status,obstruction_modulus,obstruction_kind,moduli_tested
12,12,-5,locally_obstructed,5,odd_prime_with_prime_fields,5
12,12,-3,locally_obstructed,3,odd_prime_with_prime_fields,4
12,12,-2,locally_obstructed,8,two_power_parity,1
12,12,-1,local_survivor,,none,56
12,12,1,local_survivor,,none,56
12,12,2,locally_obstructed,8,two_power_parity,1
12,12,3,locally_obstructed,3,odd_prime_with_prime_fields,4
12,12,4,locally_obstructed,8,two_power_parity,1
12,12,5,locally_obstructed,5,odd_prime_with_prime_fields,5
12,12,6,locally_obstructed,8,two_power_parity,1
12,12,7,locally_obstructed,7,odd_prime_with_prime_fields,6
12,12,8,locally_obstructed,8,two_power_parity,1
12,12,9,locally_obstructed,3,odd_prime_with_prime_fields,4
12,12,10,locally_obstructed,8,two_power_parity,1
12,12,11,locally_obstructed,11,odd_prime_with_prime_fields,7
12,12,13,local_survivor,,none,56
12,12,14,locally_obstructed,8,two_power_parity,1
12,12,15,locally_obstructed,3,odd_prime_with_prime_fields,4
12,12,16,locally_obstructed,8,two_power_parity,1
12,12,17,locally_obstructed,17,odd_prime_with_prime_fields,9
12,12,18,locally_obstructed,8,two_power_parity,1
12,12,19,locally_obstructed,7,odd_prime_with_prime_fields,6
12,12,20,locally_obstructed,8,two_power_parity,1
12,12,21,locally_obstructed,3,odd_prime_with_prime_fields,4
12,12,22,locally_obstructed,8,two_power_parity,1
12,12,23,locally_obstructed,23,odd_prime_with_prime_fields,11
12,12,24,locally_obstructed,8,two_power_parity,1
